"Season","FirstName","LastName","Position","Origin","Destination","TransferDate","Rating","Stars","Eligibility"
"2021","Mark-Antony","Richards","RB","Auburn","UCF","2020-12-16T00:00:00.000Z","","4","TBD"
"2021","Everitt","Cunningham","WDE","Memphis","Southern Mississippi","2020-12-16T00:00:00.000Z","","3","TBD"
"2021","Chibueze","Nwanna","OT","Arkansas","Charlotte","2020-12-16T00:00:00.000Z","","3","TBD"
"2021","Ben","Wooldridge","QB","Fresno State","Louisiana","2020-12-16T00:00:00.000Z","","2","TBD"
"2021","JD","Harris","CB","Northern Illinois","","2020-12-16T00:00:00.000Z","","2","TBD"
"2021","Amare","Jones","RB","Tulane","Georgia Southern","2020-12-16T00:00:00.000Z","","3","TBD"
"2021","Kenyon","Sims","RB","Illinois","San José State","2020-12-16T00:00:00.000Z","","3","Immediate"
"2021","KeSean","Carter","WR","Texas Tech","Houston","2020-12-16T00:00:00.000Z","","3","TBD"
"2021","Jacob","Sirmon","QB","Washington","Central Michigan","2020-12-16T00:00:00.000Z","0.8","3","TBD"
"2021","Stanley","Berryhill","WR","Arizona","Arizona","2020-12-16T00:00:00.000Z","","2","Immediate"
"2021","Nick","Ast","QB","Kansas State","UTEP","2020-12-16T00:00:00.000Z","","","TBD"
"2021","Randall","Haynie","CB","Vanderbilt","","2020-12-16T00:00:00.000Z","","3","Immediate"
"2021","John","Lovett","RB","Baylor","Penn State","2020-12-16T00:00:00.000Z","0.82","3","Immediate"
"2021","Tim","Hart","LB","Memphis","Sam Houston State","2020-12-16T00:00:00.000Z","","3","Immediate"
"2021","Keilos","Swinney","S","Louisiana Monroe","","2020-12-15T00:00:00.000Z","","3","TBD"
"2021","Chris","Ferguson","QB","Liberty","","2020-12-15T00:00:00.000Z","","1","TBD"
"2021","Parker","McNeil","QB","Troy","","2020-12-15T00:00:00.000Z","","3","TBD"
"2021","Bryce","Childress","WR","Troy","","2020-12-15T00:00:00.000Z","","3","TBD"
"2021","Jason","Shelley","QB","Utah State","","2020-12-15T00:00:00.000Z","","3","TBD"
"2021","Ja'Quinden","Jackson","DUAL","Texas","Utah","2020-12-15T00:00:00.000Z","0.81","3","TBD"
"2021","Henry","Ikahihifo","TE","Nevada","College of the Canyons","2020-12-15T00:00:00.000Z","","","Immediate"
"2021","Malik","Staples","RB","Western Kentucky","","2020-12-15T00:00:00.000Z","","3","Immediate"
"2021","Ezra","Naylor","WR","Kansas","Tulsa","2020-12-15T00:00:00.000Z","","3","TBD"
"2021","Cooper","Dawson","OT","Syracuse","Charleston Southern","2020-12-15T00:00:00.000Z","","3","TBD"
"2021","Jared","Porter","P","Louisiana Monroe","","2020-12-15T00:00:00.000Z","","2","TBD"
"2021","Cedric","Patterson","WR","New Mexico","Rice","2020-12-15T00:00:00.000Z","","3","Immediate"
"2021","Stephon","Robinson","WR","Kansas","Northwestern","2020-12-15T00:00:00.000Z","","3","TBD"
"2021","Miles","Reed","RB","Hawai'i","","2020-12-15T00:00:00.000Z","","2","TBD"
"2021","Nico","Bolden","S","New Mexico","Kent State","2020-12-15T00:00:00.000Z","","3","Immediate"
"2021","James","Sosinski","TE","Kansas","","2020-12-15T00:00:00.000Z","","2","TBD"
"2021","Grant","Miller","IOL","Vanderbilt","Baylor","2020-12-15T00:00:00.000Z","0.81","3","Immediate"
"2021","Drew","Jordan","WDE","Duke","Michigan State","2020-12-15T00:00:00.000Z","0.81","3","Immediate"
"2021","Saevion","Johnson","RB","Fresno State","","2020-12-15T00:00:00.000Z","","2","Immediate"
"2021","Korey","Charles","CB","Mississippi State","Western Illinois","2020-12-15T00:00:00.000Z","","3","Immediate"
"2021","Josh","Sterns","WR","Houston Christian","Western Kentucky","2020-12-14T00:00:00.000Z","","2","TBD"
"2021","Jerreth","Sterns","WR","Houston Christian","Western Kentucky","2020-12-14T00:00:00.000Z","","2","TBD"
"2021","Alan","Lamar","RB","Yale","Arkansas State","2020-12-14T00:00:00.000Z","0.8","3","TBD"
"2021","Jaylen","DeCoteau","CB","Kent State","Sacred Heart","2020-12-14T00:00:00.000Z","","2","TBD"
"2021","Nate","Stewart","WR","Akron","","2020-12-14T00:00:00.000Z","","","Immediate"
"2021","Zack","Leininger","TE","Akron","","2020-12-14T00:00:00.000Z","","3","TBD"
"2021","Luke","Sanders","TE","Western Michigan","","2020-12-14T00:00:00.000Z","","3","TBD"
"2021","Geo","Howard","CB","Purdue","Charlotte","2020-12-14T00:00:00.000Z","","3","TBD"
"2021","Trent","Pullen","IOL","Oklahoma State","","2020-12-14T00:00:00.000Z","","3","TBD"
"2021","Rashawn","Williams","WR","Indiana","Hutchinson C.C.","2020-12-14T00:00:00.000Z","","4","TBD"
"2021","Tucker","Gleason","QB","Georgia Tech","Toledo","2020-12-14T00:00:00.000Z","0.8","3","TBD"
"2021","La’Damian","Webb","RB","Florida State","Troy","2020-12-14T00:00:00.000Z","","","TBD"
"2021","Tee","Webb","QB","Louisville","Southern Mississippi","2020-12-14T00:00:00.000Z","0.8","3","TBD"
"2021","Chase","Brice","PRO","Duke","Appalachian State","2020-12-14T00:00:00.000Z","0.8","3","Immediate"
"2021","Lincoln","Victor","WR","Hawai'i","Washington State","2020-12-14T00:00:00.000Z","","3","TBD"
"2021","Caden","Hilborn","DL","Hawai'i","","2020-12-14T00:00:00.000Z","","3","TBD"
"2021","Chico","Bennett Jr.","EDGE","Georgia Tech","Virginia","2020-12-14T00:00:00.000Z","","3","TBD"
"2021","Shilo","Sanders","S","South Carolina","Jackson State","2020-12-14T00:00:00.000Z","","3","TBD"
"2021","Ty","Evans","QB","NC State","Texas State","2020-12-14T00:00:00.000Z","0.81","3","TBD"
"2021","Christopher","Bartolic","P","Utah State","","2020-12-14T00:00:00.000Z","","","TBD"
"2021","Justin","Whisenhunt","LB","Troy","Charlotte","2020-12-14T00:00:00.000Z","","2","Immediate"
"2021","Perry","Carter","WR","Louisiana Monroe","Louisiana Monroe","2020-12-14T00:00:00.000Z","","2","Immediate"
"2021","Darius","McFarland","DL","BYU","","2020-12-14T00:00:00.000Z","","3","TBD"
"2021","Tony","Brown","RB","South Alabama","","2020-12-14T00:00:00.000Z","","2","TBD"
"2021","Cortez","Hogans","LB","Northern Illinois","","2020-12-14T00:00:00.000Z","","3","TBD"
"2021","Delano","Ware","S","Illinois","","2020-12-14T00:00:00.000Z","","3","TBD"
"2021","Devin","Brumfield","RB","Utah","Tulane","2020-12-14T00:00:00.000Z","","3","TBD"
"2021","Davon","Ferguson","S","Kansas","Bowling Green","2020-12-14T00:00:00.000Z","","3","TBD"
"2021","CJ","Hart","OLB","NC State","Illinois","2020-12-14T00:00:00.000Z","0.81","3","Immediate"
"2021","Ben","Wilson","ILB","TCU","Washington State","2020-12-14T00:00:00.000Z","0.81","3","Immediate"
"2021","Moss","Saccomanno","TE","Charlotte","","2020-12-14T00:00:00.000Z","","2","TBD"
"2021","Paul","Scott","LB","Hawai'i","","2020-12-14T00:00:00.000Z","","3","TBD"
"2021","Randall","St. Felix","WR","South Florida","","2020-12-14T00:00:00.000Z","","3","Immediate"
"2021","Anthony","Johnson","CB","Louisville","Virginia","2020-12-14T00:00:00.000Z","0.82","3","Immediate"
"2021","Russ","Yeast","S","Louisville","Kansas State","2020-12-14T00:00:00.000Z","0.82","3","Immediate"
"2021","Cory","Durden","DL","Florida State","NC State","2020-12-14T00:00:00.000Z","0.82","3","TBD"
"2021","T.J.","Fiailoa","IOL","Louisiana Monroe","Louisiana","2020-12-14T00:00:00.000Z","0.81","3","Immediate"
"2021","Brandon","Johnson","WR","Tennessee","UCF","2020-12-14T00:00:00.000Z","","3","Immediate"
"2021","Jawon","Pass","QB","Louisville","","2020-12-14T00:00:00.000Z","","4","Immediate"
"2021","Emmanuel","Rugamba","CB","Miami (OH)","Miami (OH)","2020-12-13T00:00:00.000Z","","3","Immediate"
"2021","Treshaun","Hayward","LB","Western Michigan","Arizona","2020-12-13T00:00:00.000Z","0.84","3","Immediate"
"2021","Tyler","Lytle","PRO","Colorado","UMass","2020-12-12T00:00:00.000Z","0.8","3","Immediate"
"2021","Devin","Gil","LB","South Florida","","2020-12-11T00:00:00.000Z","","3","TBD"
"2021","Tim","McClendon","LB","Air Force","Air Force","2020-12-11T00:00:00.000Z","","3","TBD"
"2021","Jawan","King","RB","Rice","Kilgore J.C.","2020-12-11T00:00:00.000Z","","","Immediate"
"2021","Ahmarean","Brown","WR","Georgia Tech","South Carolina","2020-12-11T00:00:00.000Z","0.8","3","Immediate"
"2021","Elijah","Juarez","LB","Arizona State","","2020-12-11T00:00:00.000Z","","3","TBD"
"2021","Donovan","Marshall","RB","Arkansas State","Lindenwood University","2020-12-11T00:00:00.000Z","","3","TBD"
"2021","Livingston","Paogofie","DL","Colorado State","","2020-12-11T00:00:00.000Z","","2","TBD"
"2021","Hunter","Kaufman","WR","Kansas","West Texas A&M","2020-12-11T00:00:00.000Z","","2","Immediate"
"2021","Josh","Pederson","TE","Louisiana Monroe","Louisiana Monroe","2020-12-11T00:00:00.000Z","","2","Immediate"
"2021","Myles","Vigne","DL","New Mexico State","Nicholls","2020-12-11T00:00:00.000Z","","3","TBD"
"2021","Javonis","Isaac","TE","Arkansas State","","2020-12-11T00:00:00.000Z","","2","TBD"
"2021","Kyle","Mayberry","CB","Kansas","Utah State","2020-12-11T00:00:00.000Z","","3","TBD"
"2021","Isaiah","Graham-Mobley","ILB","Temple","Boston College","2020-12-11T00:00:00.000Z","0.8","3","Immediate"
"2021","Darren","Grainger","DUAL","Furman","Georgia State","2020-12-10T00:00:00.000Z","","","TBD"
"2021","Kade","Parmelly","IOL","Abilene Christian","Duke","2020-12-10T00:00:00.000Z","","","Immediate"
"2021","Chance","Lovertich","QB","South Alabama","Mississippi State","2020-12-10T00:00:00.000Z","","3","TBD"
"2021","Zach","Carpenter","OG","Michigan","Indiana","2020-12-10T00:00:00.000Z","0.82","3","TBD"
"2021","Julian","Barnett","CB","Michigan State","Memphis","2020-12-10T00:00:00.000Z","","4","TBD"
"2021","Cam","Jonas","S","Syracuse","","2020-12-10T00:00:00.000Z","","3","TBD"
"2021","Jordan","Allen","TE","Tennessee","Weber State","2020-12-10T00:00:00.000Z","","4","Immediate"
"2021","Netori","Johnson","DL","Georgia","Middle Tennessee","2020-12-10T00:00:00.000Z","0.8","3","TBD"
"2021","P.J.","Blue","LB","Louisville","","2020-12-10T00:00:00.000Z","","3","Immediate"
"2021","Chase","Hayden","RB","East Carolina","Illinois","2020-12-09T00:00:00.000Z","0.8","3","Immediate"
"2021","Mike","Ciaffoni","DL","Boston College","Colorado State","2020-12-09T00:00:00.000Z","","3","TBD"
"2021","Makiya","Tongue","WR","Georgia","Oregon State","2020-12-09T00:00:00.000Z","0.8","3","TBD"
"2021","Jacob","Mathis","TE","South Florida","","2020-12-09T00:00:00.000Z","","4","Immediate"
"2021","Avonta","Crim","S","Western Kentucky","","2020-12-09T00:00:00.000Z","","3","TBD"
"2021","Ben","Bryant","QB","Cincinnati","Eastern Michigan","2020-12-09T00:00:00.000Z","","3","TBD"
"2021","Michael","Smith","WR","Pittsburgh","","2020-12-09T00:00:00.000Z","","3","TBD"
"2021","Ricky","Smalling","WR","Illinois","","2020-12-09T00:00:00.000Z","","3","TBD"
"2021","Trey","Blount","WR","Georgia","Old Dominion","2020-12-09T00:00:00.000Z","0.8","3","Immediate"
"2021","Sire","Woods","TE","Pennsylvania","","2020-12-08T00:00:00.000Z","","3","TBD"
"2021","Patrick","Palmer","WR","South Alabama","","2020-12-08T00:00:00.000Z","","","TBD"
"2021","Octavius","Brothers","OLB","Auburn","Purdue","2020-12-08T00:00:00.000Z","0.81","3","TBD"
"2021","Grant","Tisdale","QB","Ole Miss","","2020-12-08T00:00:00.000Z","","4","TBD"
"2021","Nick","Moore","QB","Oregon State","Arizona","2020-12-08T00:00:00.000Z","","2","Immediate"
"2021","Mario","Wright","LB","Western Kentucky","","2020-12-08T00:00:00.000Z","","3","TBD"
"2021","Tyler","Lamm","TE","Louisiana Monroe","Tulane","2020-12-08T00:00:00.000Z","","2","Immediate"
"2021","Tyler","Witt","OG","Western Kentucky","Purdue","2020-12-08T00:00:00.000Z","","3","Immediate"
"2021","Jayden","Russell","LB","Miami (OH)","","2020-12-07T00:00:00.000Z","","3","TBD"
"2021","Keshaun","Taylor","S","Wyoming","Wyoming","2020-12-07T00:00:00.000Z","","3","TBD"
"2021","Luke","Endsley","WR","Ball State","","2020-12-07T00:00:00.000Z","","","TBD"
"2021","Logan","Swartz","OT","Kent State","","2020-12-07T00:00:00.000Z","","2","TBD"
"2021","Jelani","Foster","WR","Buffalo","Rhode Island","2020-12-07T00:00:00.000Z","","2","TBD"
"2021","Maureese","Wren","LB","Texas State","","2020-12-07T00:00:00.000Z","","3","TBD"
"2021","Clinton","Anokwuru","SDE","Kansas","Louisiana","2020-12-07T00:00:00.000Z","","3","TBD"
"2021","Mike","McNicholas","IOL","Kent State","","2020-12-07T00:00:00.000Z","","3","TBD"
"2021","Joseph","Honeysucker","EDGE","Memphis","Middle Tennessee","2020-12-07T00:00:00.000Z","","3","TBD"
"2021","Jeremiah","Pruitte","WR","Colorado State","Florida A&M","2020-12-07T00:00:00.000Z","","3","TBD"
"2021","Wykeen","Gill","WR","Kansas State","Duquesne","2020-12-07T00:00:00.000Z","","","TBD"
"2021","Logan","Compton","TE","Baylor","New Mexico Military Institute","2020-12-07T00:00:00.000Z","","3","TBD"
"2021","Jaylin","Jackson","WR","Florida","","2020-12-07T00:00:00.000Z","","2","TBD"
"2021","Zamar","Kirven","LB","Houston","","2020-12-07T00:00:00.000Z","","2","TBD"
"2021","Lance","Robinson","CB","Kansas State","Tulane","2020-12-07T00:00:00.000Z","","3","TBD"
"2021","Julius","Brents","S","Iowa","Kansas State","2020-12-07T00:00:00.000Z","","3","TBD"
"2021","Taiyon","Palmer","CB","NC State","Troy","2020-12-07T00:00:00.000Z","","4","TBD"
"2021","Val","Martin","DT","NC State","Minnesota","2020-12-07T00:00:00.000Z","0.8","3","Immediate"
"2021","Roger","Cray","CB","Western Kentucky","","2020-12-07T00:00:00.000Z","","2","TBD"
"2021","Cameron","Washington","DL","Old Dominion","","2020-12-07T00:00:00.000Z","","2","TBD"
"2021","Westin","Elliott","QB","Louisiana Tech","Merrimack","2020-12-07T00:00:00.000Z","","","TBD"
"2021","Markenzy","Pierre","RB","Syracuse","","2020-12-07T00:00:00.000Z","","3","TBD"
"2021","Aaron","Hackett","TE","Syracuse","Kent State","2020-12-07T00:00:00.000Z","","3","Immediate"
"2021","Kivon","Bennett","EDGE","Tennessee","Arkansas State","2020-12-07T00:00:00.000Z","","3","Immediate"
"2021","Crews","Holt","K","Middle Tennessee","","2020-12-07T00:00:00.000Z","","2","Immediate"
"2021","Logan","Bonner","QB","Arkansas State","Utah State","2020-12-07T00:00:00.000Z","0.8","3","TBD"
"2021","Andrew","Brito","QB","UMass","UCF","2020-12-06T00:00:00.000Z","","3","Immediate"
"2021","Damon","Lowe","LB","Western Kentucky","","2020-12-06T00:00:00.000Z","","2","TBD"
"2021","Jack","Kristofek","QB","Sam Houston State","Mississippi State","2020-12-05T00:00:00.000Z","","","TBD"
"2021","Duron","Lowe","CB","UTEP","Liberty","2020-12-05T00:00:00.000Z","","2","TBD"
"2021","Peyton","Woulard","S","Wake Forest","","2020-12-05T00:00:00.000Z","","3","TBD"
"2021","Michael","Pitts","LB","Cincinnati","Western Kentucky","2020-12-05T00:00:00.000Z","","3","Immediate"
"2021","Dennis","Barnes","CB","UTEP","UTEP","2020-12-04T00:00:00.000Z","","2","TBD"
"2021","Makius","Scott","SDE","South Carolina","Georgia Tech","2020-12-04T00:00:00.000Z","0.8","3","TBD"
"2021","Dyvonne","Inyang","S","UTEP","UTEP","2020-12-04T00:00:00.000Z","","2","TBD"
"2021","Yusuf","Terry","WR","Baylor","South Florida","2020-12-04T00:00:00.000Z","","3","TBD"
"2021","Jason","Munoz","DL","Syracuse","","2020-12-04T00:00:00.000Z","","3","TBD"
"2021","Isaiah","Essissima","CB","Wake Forest","Nevada","2020-12-04T00:00:00.000Z","","3","TBD"
"2021","Api","Mane","IOL","Kansas","","2020-12-04T00:00:00.000Z","","","Immediate"
"2021","Broderick","Harrell","CB","UTEP","","2020-12-04T00:00:00.000Z","","2","TBD"
"2021","Julian","Chandler","CB","Kansas","","2020-12-04T00:00:00.000Z","","2","Immediate"
"2021","Derrick","Ray Jr.","EDGE","Texas State","","2020-12-03T00:00:00.000Z","","3","TBD"
"2021","Grid","Isidore","S","Texas State","","2020-12-03T00:00:00.000Z","","2","TBD"
"2021","Isaiah","Karriem","LB","Texas State","West Alabama","2020-12-03T00:00:00.000Z","","2","TBD"
"2021","Corey","Reed","WR","Louisville","Jackson State","2020-12-03T00:00:00.000Z","","","TBD"
"2021","Jakharious","Smith","EDGE","Texas State","","2020-12-03T00:00:00.000Z","","3","TBD"
"2021","Anthony","Smith","ILB","Texas State","Abilene Christian","2020-12-03T00:00:00.000Z","","3","Immediate"
"2021","Jahmarae","Sheread","WR","Texas State","","2020-12-03T00:00:00.000Z","","2","TBD"
"2021","Caleb","Thomas","DL","Connecticut","","2020-12-03T00:00:00.000Z","","3","Immediate"
"2021","Quazzel","White","IOL","TCU","Utah State","2020-12-03T00:00:00.000Z","0.81","3","TBD"
"2021","Avery","Showell","S","Georgia Tech","","2020-12-03T00:00:00.000Z","","3","TBD"
"2021","Chris","Katrenick","QB","Duke","Eastern Illinois","2020-12-03T00:00:00.000Z","","3","Immediate"
"2021","Anthony","Russo","QB","Temple","Michigan State","2020-12-03T00:00:00.000Z","0.82","3","Immediate"
"2021","Christian","Gomez","LB","Florida Atlantic","","2020-12-02T00:00:00.000Z","","","TBD"
"2021","Kade","Renfro","QB","Ole Miss","Arkansas","2020-12-02T00:00:00.000Z","","3","TBD"
"2021","Trevis","Hopper","DL","Memphis","","2020-12-02T00:00:00.000Z","","3","TBD"
"2021","Devin","Larsen","QB","Iowa State","Garden City C.C. ","2020-12-02T00:00:00.000Z","","","Immediate"
"2021","Brian","Smith","WR","Louisiana","","2020-12-02T00:00:00.000Z","","3","TBD"
"2021","Kedrick","James","TE","SMU","Texas A&M Commerce","2020-12-02T00:00:00.000Z","","4","TBD"
"2021","Kyle","Thompson","P","Kansas","","2020-12-02T00:00:00.000Z","","","Immediate"
"2021","John","Brannon","ILB","Texas State","Abilene Christian","2020-12-02T00:00:00.000Z","","3","Immediate"
"2021","Woody","Barrett","QB","Kent State","","2020-12-02T00:00:00.000Z","","3","Immediate"
"2021","Johnny","Ford","RB","South Florida","Florida Atlantic","2020-12-02T00:00:00.000Z","","3","TBD"
"2021","Demarcus","Gregory","WR","Ole Miss","South Florida","2020-12-02T00:00:00.000Z","","3","TBD"
"2021","Jake","Byczko","EDGE","UMass","Boston College","2020-12-02T00:00:00.000Z","0.8","3","Immediate"
"2021","Michael","Ruane","LB","UMass","Villanova","2020-12-02T00:00:00.000Z","","3","Immediate"
"2021","Hal","Vinson","LB","Texas State","","2020-12-02T00:00:00.000Z","","3","TBD"
"2021","Andrew","Boselli","IOL","Florida State","Florida Atlantic","2020-12-02T00:00:00.000Z","","3","Immediate"
"2021","Adam","Cofield","RB","North Dakota State","Western Kentucky","2020-12-01T00:00:00.000Z","","2","TBD"
"2021","Chandler","Whitfield","WR","Louisiana Monroe","","2020-12-01T00:00:00.000Z","","3","TBD"
"2021","Robert","Kennedy","S","East Carolina","Old Dominion","2020-12-01T00:00:00.000Z","","2","Immediate"
"2021","Dave","Small","RB","South Florida","University of Mary","2020-12-01T00:00:00.000Z","","","TBD"
"2021","Will","Mobley","K","Temple","Minnesota","2020-12-01T00:00:00.000Z","","","Immediate"
"2021","Jeremiah","Fails","WR","Western Kentucky","Rhode Island","2020-12-01T00:00:00.000Z","","2","TBD"
"2021","Stephone","Atkinson","EDGE","Western Kentucky","","2020-12-01T00:00:00.000Z","","3","TBD"
"2021","Johnathon","Weir","LB","UMass","","2020-12-01T00:00:00.000Z","","","TBD"
"2021","Liam","Byrne","WR","Georgia Tech","","2020-12-01T00:00:00.000Z","","","TBD"
"2021","Jeremiah","Salaam","CB","Kent State","","2020-12-01T00:00:00.000Z","","2","TBD"
"2021","Kevaris","Thomas","QB","Western Kentucky","","2020-12-01T00:00:00.000Z","","3","TBD"
"2021","Malik","Dunlap","CB","NC State","Texas Tech","2020-12-01T00:00:00.000Z","0.81","3","TBD"
"2021","Matthew","Hill","WR","Auburn","South Florida","2020-12-01T00:00:00.000Z","","4","TBD"
"2021","Amad","Anderson","WR","Purdue","Temple","2020-12-01T00:00:00.000Z","0.83","3","PendingAppeal"
"2021","Chase","McGrath","K","USC","Tennessee","2020-12-01T00:00:00.000Z","","3","Immediate"
"2021","Samuel","Williams","OT","Louisiana Monroe","Louisiana Tech","2020-12-01T00:00:00.000Z","0.81","3","TBD"
"2021","Adrion","Taylor","S","Navy","","2020-11-30T00:00:00.000Z","","2","TBD"
"2021","Josh","Plaster","P","Arizona State","Oklahoma","2020-11-30T00:00:00.000Z","","","TBD"
"2021","Cedrick","Wilcox","RB","Marshall","","2020-11-30T00:00:00.000Z","","3","TBD"
"2021","Jakson","Thomson","QB","Louisiana Tech","","2020-11-30T00:00:00.000Z","","3","TBD"
"2021","DeShawn","Collins","RB","California","","2020-11-30T00:00:00.000Z","","3","TBD"
"2021","Luke","Fulton","LB","Michigan State","Kentucky","2020-11-30T00:00:00.000Z","0.81","3","Immediate"
"2021","Hozey","Haji-Badri","DL","East Carolina","Western Michigan","2020-11-30T00:00:00.000Z","","3","Immediate"
"2021","Michael","Bonds","QB","Miami (OH)","","2020-11-30T00:00:00.000Z","","3","Immediate"
"2021","Colby","Suits","QB","Louisiana Monroe","","2020-11-30T00:00:00.000Z","0.81","3","TBD"
"2021","LeMaro","Smith","WR","Buffalo","","2020-11-30T00:00:00.000Z","","2","TBD"
"2021","Quincy","Patterson","QB","Virginia Tech","North Dakota State","2020-11-30T00:00:00.000Z","","4","TBD"
"2021","Darryle","Simmons","WR","Virginia Tech","","2020-11-30T00:00:00.000Z","","3","TBD"
"2021","Iverson","Clement","RB","Florida","Temple","2020-11-30T00:00:00.000Z","0.8","3","PendingAppeal"
"2021","Maika","Magalei","LB","Utah State","","2020-11-30T00:00:00.000Z","","","Immediate"
"2021","Davis","Shanley","QB","Western Kentucky","","2020-11-30T00:00:00.000Z","","2","TBD"
"2021","Kendrell","Flowers","RB","Wake Forest","","2020-11-29T00:00:00.000Z","","3","TBD"
"2021","D'Wan","Mathis","QB","Georgia","Temple","2020-11-29T00:00:00.000Z","0.81","3","PendingAppeal"
"2021","Ronald","Delancy III","S","Nebraska","Toledo","2020-11-27T00:00:00.000Z","","3","TBD"
"2021","Edric","Whitley","CB","Arizona","","2020-11-26T00:00:00.000Z","","3","TBD"
"2021","Elijah","Bowick","WR","Virginia Tech","North Carolina A&T","2020-11-25T00:00:00.000Z","","3","TBD"
"2021","Tyler","Glass","S","Louisiana Monroe","","2020-11-25T00:00:00.000Z","","2","TBD"
"2021","Dorien","Goddard","WR","Virginia","","2020-11-24T00:00:00.000Z","","3","TBD"
"2021","Garland","LaFrance","S","Western Kentucky","","2020-11-24T00:00:00.000Z","","3","TBD"
"2021","Justice","Dingle","SDE","Georgia Tech","Kentucky","2020-11-24T00:00:00.000Z","0.8","3","Immediate"
"2021","Trent","Gordon","CB","Penn State","Arkansas","2020-11-24T00:00:00.000Z","0.81","3","TBD"
"2021","Dimitri","Moore","LB","Vanderbilt","Missouri State","2020-11-24T00:00:00.000Z","","3","Immediate"
"2021","Emanuel","Dabney","CB","Liberty","","2020-11-23T00:00:00.000Z","","3","Immediate"
"2021","Brandon","Brown","DL","Tulane","UT San Antonio","2020-11-23T00:00:00.000Z","","3","Immediate"
"2021","Justin","Bellido","WR","Boston College","Notre Dame College","2020-11-23T00:00:00.000Z","","3","TBD"
"2021","Tobias","Gilliam","S","Utah State","Utah State","2020-11-23T00:00:00.000Z","","3","Immediate"
"2021","Titus","Jones","IOL","Memphis","Nicholls","2020-11-23T00:00:00.000Z","","3","TBD"
"2021","Demetrious","Flowers","RB","Arizona State","","2020-11-23T00:00:00.000Z","","3","TBD"
"2021","Jesse","Johnson","CB","Eastern Illinois","","2020-11-22T00:00:00.000Z","","2","TBD"
"2021","Jeremiah","Oatsvall","QB","Austin Peay","Memphis","2020-11-21T00:00:00.000Z","","3","TBD"
"2021","Thurman","Geathers","LB","Louisville","Arkansas State","2020-11-21T00:00:00.000Z","","3","Immediate"
"2021","Pierce","Withers","S","Texas State","","2020-11-20T00:00:00.000Z","","3","TBD"
"2021","Deven","Thompkins","WR","Utah State","Utah State","2020-11-20T00:00:00.000Z","","2","TBD"
"2021","Jack","Abraham","QB","Southern Mississippi","Mississippi State","2020-11-20T00:00:00.000Z","0.81","3","Immediate"
"2021","Maverick","Wolfley","TE","Akron","West Florida","2020-11-20T00:00:00.000Z","","3","TBD"
"2021","Kory","Gainwell","RB","Memphis","Delta State","2020-11-19T00:00:00.000Z","","3","TBD"
"2021","Bryce","Watts","CB","North Carolina","UMass","2020-11-19T00:00:00.000Z","","3","Immediate"
"2021","Nolan","Matthews","TE","Arizona State","SMU","2020-11-19T00:00:00.000Z","","3","TBD"
"2021","Munir","McClain","WR","USC","Utah","2020-11-19T00:00:00.000Z","","3","TBD"
"2021","Troy","Lefeged","S","Utah State","Texas State","2020-11-19T00:00:00.000Z","","3","TBD"
"2021","James","Graham","QB","Georgia Tech","Georgia Southern","2020-11-19T00:00:00.000Z","0.8","3","TBD"
"2021","Abdul-Malik","McClain","OLB","USC","Jackson State","2020-11-19T00:00:00.000Z","","4","TBD"
"2021","Rashad","Beecham","WR","UTEP","","2020-11-18T00:00:00.000Z","","2","TBD"
"2021","Will","Jones","CB","Kansas State","South Florida","2020-11-18T00:00:00.000Z","","3","TBD"
"2021","Anthony","Williams Jr.","RB","Michigan State","Akron","2020-11-18T00:00:00.000Z","","3","TBD"
"2021","Trenell","Troutman","LB","Louisville","","2020-11-18T00:00:00.000Z","","4","TBD"
"2021","Dominic","Gicinto","WR","Missouri","","2020-11-18T00:00:00.000Z","","3","TBD"
"2021","Baylen","Buchanan","CB","Tennessee","Louisiana Tech","2020-11-18T00:00:00.000Z","","3","Immediate"
"2021","Tacorey","Turner","CB","West Virginia","","2020-11-17T00:00:00.000Z","","3","TBD"
"2021","John","Dunmore","WR","Penn State","Florida Atlantic","2020-11-17T00:00:00.000Z","0.81","3","TBD"
"2021","Jevon","Jones","CB","Arkansas State","","2020-11-17T00:00:00.000Z","","3","TBD"
"2021","Lonkevious","McFadden","WR","Kent State","Eastern Kentucky","2020-11-17T00:00:00.000Z","","3","TBD"
"2021","Lamarius","Benson","IOL","UCF","","2020-11-17T00:00:00.000Z","","3","TBD"
"2021","Brady","Martin","QB","Rhode Island","Arkansas State","2020-11-16T00:00:00.000Z","","3","PendingAppeal"
"2021","Charles","Fletcher","OG","NC State","Texas State","2020-11-16T00:00:00.000Z","","2","Immediate"
"2021","Sheldon","Layman","QB","Memphis","Austin Peay","2020-11-16T00:00:00.000Z","","3","Immediate"
"2021","Marcel","Lewis","LB","Michigan State","Central Michigan","2020-11-16T00:00:00.000Z","","3","TBD"
"2021","Tony","Wallace","CB","TCU","","2020-11-16T00:00:00.000Z","","3","TBD"
"2021","Kam","Brown","WR","Texas A&M","UCLA","2020-11-16T00:00:00.000Z","0.81","3","Immediate"
"2021","Telly","Plummer","CB","Louisville","Chattanooga","2020-11-16T00:00:00.000Z","","3","TBD"
"2021","Akil","Francisco","CB","Hawai'i","","2020-11-16T00:00:00.000Z","","2","TBD"
"2021","Will","Rodgers III","EDGE","Washington State","Temple","2020-11-16T00:00:00.000Z","","3","Immediate"
